Time	T600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0:54:16	37	0.087	0.101	0.087	0.089	0.086	0.092	0.087	0.086	0.087	0.088	0.086	0.087	0.088	0.088	0.086	0.086	0.109	0.097	0.092	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.088	0.092	0.089	0.088	0.086	0.088	0.086	0.086	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.093	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
0:59:16	37	0.087	0.101	0.087	0.09	0.086	0.092	0.088	0.086	0.087	0.088	0.087	0.088	0.088	0.088	0.086	0.086	0.11	0.098	0.093	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.089	0.092	0.09	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.088	0.087	0.096	0.091	0.09	0.087	0.089
1:04:16	37	0.087	0.101	0.087	0.089	0.087	0.092	0.088	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.111	0.099	0.093	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.089	0.093	0.091	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:09:16	37	0.087	0.101	0.087	0.089	0.087	0.092	0.088	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.111	0.099	0.094	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.09	0.094	0.092	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:14:16	37	0.087	0.101	0.087	0.089	0.087	0.093	0.088	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.112	0.1	0.095	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.092	0.095	0.093	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:19:16	37	0.087	0.101	0.087	0.089	0.087	0.093	0.089	0.086	0.087	0.089	0.086	0.088	0.088	0.088	0.086	0.086	0.113	0.101	0.095	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.093	0.097	0.094	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:24:16	37	0.087	0.101	0.087	0.089	0.087	0.093	0.089	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.113	0.101	0.096	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.095	0.099	0.096	0.088	0.086	0.088	0.087	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:29:16	37	0.087	0.101	0.087	0.089	0.088	0.094	0.089	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.112	0.102	0.097	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.097	0.102	0.098	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:34:16	37	0.087	0.101	0.087	0.09	0.088	0.094	0.09	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.113	0.103	0.098	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.098	0.105	0.101	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:39:16	37	0.087	0.101	0.087	0.089	0.089	0.095	0.09	0.086	0.087	0.088	0.086	0.087	0.088	0.088	0.086	0.086	0.113	0.104	0.099	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.1	0.108	0.104	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:44:16	37	0.087	0.101	0.087	0.09	0.089	0.095	0.091	0.086	0.086	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.114	0.104	0.1	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.102	0.111	0.107	0.088	0.086	0.088	0.086	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.089	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:49:16	37	0.087	0.101	0.087	0.089	0.09	0.096	0.092	0.086	0.087	0.089	0.087	0.088	0.089	0.088	0.086	0.086	0.115	0.106	0.101	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.105	0.112	0.11	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.088	0.087	0.096	0.091	0.09	0.087	0.089
1:54:16	37	0.087	0.101	0.087	0.089	0.09	0.096	0.092	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.116	0.107	0.103	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.111	0.113	0.112	0.088	0.087	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.091	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
1:59:16	37	0.087	0.101	0.087	0.089	0.091	0.097	0.093	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.117	0.108	0.104	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.115	0.115	0.115	0.088	0.086	0.088	0.087	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.086	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:04:16	37	0.087	0.101	0.087	0.089	0.092	0.097	0.093	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.118	0.11	0.105	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.119	0.118	0.119	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:09:16	37	0.087	0.101	0.087	0.089	0.092	0.098	0.094	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.119	0.111	0.107	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.125	0.122	0.123	0.088	0.086	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.09	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:14:16	37	0.087	0.101	0.087	0.089	0.093	0.099	0.095	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.12	0.112	0.108	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.131	0.127	0.127	0.088	0.086	0.088	0.086	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.087	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:19:16	37	0.087	0.101	0.087	0.089	0.094	0.099	0.096	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.122	0.113	0.11	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.135	0.132	0.133	0.088	0.087	0.088	0.086	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.09	0.09	0.088	0.088	0.091	0.086	0.091	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:24:16	37	0.087	0.101	0.087	0.089	0.095	0.101	0.097	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.123	0.115	0.112	0.088	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.14	0.138	0.141	0.088	0.086	0.088	0.086	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:29:16	37	0.087	0.101	0.087	0.09	0.096	0.102	0.098	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.124	0.117	0.113	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.143	0.144	0.144	0.088	0.086	0.088	0.086	0.087	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:34:16	37	0.087	0.101	0.087	0.09	0.097	0.103	0.099	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.126	0.118	0.116	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.151	0.15	0.158	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:39:16	37	0.087	0.101	0.087	0.089	0.098	0.103	0.1	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.127	0.12	0.119	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.087	0.168	0.159	0.169	0.088	0.086	0.088	0.086	0.086	0.086	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.088	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.09	0.09	0.088	0.088	0.091	0.086	0.092	0.089	0.09	0.089	0.088	0.087	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:44:16	37	0.087	0.101	0.087	0.089	0.1	0.105	0.101	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.129	0.121	0.121	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.179	0.169	0.173	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.091	0.088	0.088	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.087	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
2:49:16	37	0.087	0.101	0.087	0.09	0.101	0.106	0.102	0.086	0.087	0.088	0.086	0.088	0.088	0.088	0.086	0.086	0.13	0.123	0.124	0.089	0.088	0.09	0.087	0.088	0.087	0.087	0.087	0.088	0.185	0.177	0.18	0.088	0.087	0.088	0.087	0.087	0.087	0.086	0.087	0.087	0.087	0.091	0.09	0.089	0.09	0.088	0.089	0.089	0.087	0.087	0.086	0.093	0.086	0.089	0.087	0.088	0.087	0.088	0.088	0.088	0.087	0.089	0.089	0.087	0.087	0.087	0.089	0.094	0.087	0.088	0.089	0.089	0.086	0.091	0.09	0.088	0.088	0.091	0.087	0.092	0.089	0.09	0.089	0.088	0.088	0.086	0.087	0.088	0.088	0.087	0.087	0.096	0.09	0.09	0.087	0.089
